Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
NOMA,"982,400",613.55,"1,601",20-Sep-20,333 GUILLEMARD ROAD #02-05,New Sale,Strata,57,"17,235",-,Apartment,1,Freehold,Uncompleted,N.A,399758,14,39,Central Region,Geylang
WING ON LIFE GARDEN,"5,450,000","3,304.55","1,649",21-Sep-20,335 BUKIT TIMAH ROAD #16-02,Resale,Strata,307,"17,752",-,Apartment,1,Freehold,1982,Private,259718,10,25,Central Region,Tanglin
1 CANBERRA,"945,000","1,205.57",784,21-Sep-20,1 CANBERRA DRIVE #01-03,Resale,Strata,112,"8,438",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768101,27,76,North Region,Yishun
1 CANBERRA,"986,000","1,044.11",944,21-Sep-20,3 CANBERRA DRIVE #09-06,Resale,Strata,97,"10,165",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768102,27,76,North Region,Yishun
THE BEACON,"2,500,000","2,798.64",893,21-Sep-20,130 CANTONMENT ROAD #23-01,Resale,Strata,260,"9,615",-,Apartment,1,99 yrs from 05/03/2004,2008,Private,89775,2,8,Central Region,Bukit Merah
THE INTERLACE,"2,050,000","1,593.07","1,287",21-Sep-20,184 DEPOT ROAD #08-11,Resale,Strata,148,"13,851",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109686,4,10,Central Region,Bukit Merah
RIVERTREES RESIDENCES,"623,500",505.91,"1,232",21-Sep-20,21 FERNVALE CLOSE #13-05,Resale,Strata,47,"13,266",-,Apartment,1,99 yrs from 28/08/2013,2017,HDB,797460,28,79,North East Region,Sengkang
EUHABITAT,"610,000",548.96,"1,111",21-Sep-20,208 JALAN EUNOS #03-60,Resale,Strata,51,"11,961",-,Condominium,1,99 yrs from 06/12/2010,2015,Private,419548,14,41,East Region,Bedok
LAKEPOINT CONDOMINIUM,"1,208,000","1,883.70",641,21-Sep-20,2 LAKEPOINT DRIVE #08-05,Resale,Strata,175,"6,903",-,Condominium,1,99 yrs from 01/10/1983,-,HDB,648923,22,64,West Region,Jurong West
D'LEEDON,"2,160,000","1,356.26","1,593",21-Sep-20,7 LEEDON HEIGHTS #23-18,Resale,Strata,126,"17,143",-,Condominium,1,99 yrs from 08/04/2010,2014,HDB,267953,10,26,Central Region,Bukit Timah
LEEDON RESIDENCE,"4,850,000","2,131.27","2,276",21-Sep-20,8 LEEDON HEIGHTS #06-08,Resale,Strata,198,"24,495",-,Condominium,1,Freehold,2015,Private,266216,10,26,Central Region,Bukit Timah
SENNETT ESTATE,"3,200,000","2,365.93","1,353",21-Sep-20,43 LICHI AVENUE,Resale,Land,219.8,"14,559",-,Terrace House,1,Freehold,2002,Private,348817,13,34,Central Region,Toa Payoh
CANBERLIN APARTMENTS,"778,000","1,259.39",618,21-Sep-20,60 LORONG 16 GEYLANG #05-01,Resale,Strata,117,"6,650",-,Apartment,1,Freehold,2001,Private,398887,14,39,Central Region,Geylang
N.A.,"800,000",882.65,906,21-Sep-20,27B LORONG 34 GEYLANG,Resale,Strata,82,"9,756",-,Apartment,1,Freehold,1977,Private,398224,14,39,Central Region,Geylang
KIARA 10,"2,800,000","6,469.16",433,21-Sep-20,56 LORONG MARZUKI,Resale,Strata,601,"4,659",-,Detached House,1,Freehold,2009,Private,415892,14,41,East Region,Bedok
EMPRADO SUITES,"660,000",581.26,"1,135",21-Sep-20,93 LORONG N TELOK KURAU #04-03,Resale,Strata,54,"12,222",-,Apartment,1,Freehold,2008,HDB,425244,15,42,East Region,Bedok
THE AXIS,"1,530,000","1,140.98","1,341",21-Sep-20,47 MANDALAY ROAD #13-01,Resale,Strata,106,"14,434",-,Apartment,1,Freehold,2009,Private,308227,11,30,Central Region,Novena
MIMOSA TERRACE,"2,510,000","1,633.98","1,536",21-Sep-20,14 MIMOSA DRIVE,Resale,Land,151.8,"16,535",-,Terrace House,1,Freehold,2008,HDB,805429,28,80,North East Region,Serangoon
THE PEARL @ MOUNT FABER,"1,630,000","1,388.56","1,174",21-Sep-20,3 MOUNT FABER ROAD #02-06,Resale,Strata,129,"12,636",-,Condominium,1,99 yrs from 03/12/2002,2005,Private,99196,4,9,Central Region,Bukit Merah
SEASTRAND,"805,000",882.65,912,21-Sep-20,11 PASIR RIS LINK #03-28,Resale,Strata,82,"9,817",-,Condominium,1,99 yrs from 03/01/2011,2014,Private,518180,18,51,East Region,Pasir Ris
PATERSON LINC,"1,720,000",850.36,"2,023",21-Sep-20,20 PATERSON ROAD #02-04,Resale,Strata,79,"21,772",-,Apartment,1,Freehold,2010,HDB,238509,9,23,Central Region,River Valley
CAVENDISH PARK,"1,070,000",958,"1,117",21-Sep-20,20 PINE GROVE #05-03,Resale,Strata,89,"12,022",-,Condominium,1,99 yrs from 18/11/1991,1996,Private,597595,21,59,Central Region,Bukit Timah
ASPEN HEIGHTS,"2,788,000","1,582.31","1,762",21-Sep-20,261 RIVER VALLEY ROAD #05-07,Resale,Strata,147,"18,966",-,Condominium,1,999 yrs from 01/07/1841,1998,HDB,238307,9,23,Central Region,River Valley
BLOSSOM RESIDENCES,"1,550,000","2,055.92",754,21-Sep-20,32 SEGAR ROAD #18-13,Resale,Strata,191,"8,115",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677722,23,67,West Region,Bukit Panjang
LUXUS HILLS,"2,860,000","1,614.60","1,771",21-Sep-20,108 SELETAR GREEN VIEW,Resale,Land,150,"19,067",-,Terrace House,1,999 yrs from 01/01/1879,2013,HDB,805088,28,80,North East Region,Serangoon
THE SPRINGBLOOM,"988,000",893.41,"1,106",21-Sep-20,145 SERANGOON AVENUE 3 #10-02,Resale,Strata,83,"11,904",-,Condominium,1,99 yrs from 01/03/1995,1999,Private,556122,19,55,North East Region,Serangoon
CENTRA HEIGHTS,"660,000",462.85,"1,426",21-Sep-20,455 SIMS AVENUE #04-03,Resale,Strata,43,"15,349",-,Apartment,1,Freehold,2014,Private,387607,14,38,Central Region,Geylang
ARC AT TAMPINES,"1,030,000","1,173.28",878,21-Sep-20,5 TAMPINES AVENUE 8 #04-07,Resale,Strata,109,"9,450",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529596,18,52,East Region,Tampines
BEAUTY WORLD CENTRE,"1,600,000","1,872.94",854,21-Sep-20,144 UPPER BUKIT TIMAH ROAD #22-01,Resale,Strata,174,"9,195",-,Apartment,1,99 yrs from 18/09/1979,-,Private,588177,21,58,Central Region,Bukit Timah
WOODGROVE CONDOMINIUM,"790,000","1,184.04",667,21-Sep-20,10 WOODGROVE DRIVE #02-35,Resale,Strata,110,"7,182",-,Condominium,1,99 yrs from 17/05/1997,1999,Private,738211,25,73,North Region,Woodlands
NORTHOAKS,"780,000","1,248.62",625,21-Sep-20,30 WOODLANDS CRESCENT #09-13,Resale,Strata,116,"6,724",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,Private,738086,25,73,North Region,Woodlands
THE ESTUARY,"595,000",592.02,"1,005",21-Sep-20,87 YISHUN AVENUE 1 #04-04,Resale,Strata,55,"10,818",-,Condominium,1,99 yrs from 25/06/2008,2013,HDB,769133,27,76,North Region,Yishun
THE ESTUARY,"1,300,000","1,302.44",998,21-Sep-20,97 YISHUN AVENUE 1 #09-32,Resale,Strata,121,"10,744",-,Condominium,1,99 yrs from 25/06/2008,2013,HDB,769138,27,76,North Region,Yishun
SEASIDE RESIDENCES,"1,385,000",678.13,"2,042",21-Sep-20,18 SIGLAP LINK #26-32,New Sale,Strata,63,"21,984",-,Apartment,1,99 yrs from 18/04/2016,Uncompleted,Private,448873,15,44,East Region,Bedok
JADESCAPE,"926,800",527.44,"1,757",21-Sep-20,2 SHUNFU ROAD #14-04,New Sale,Strata,49,"18,914",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575742,20,57,Central Region,Bishan
JADESCAPE,"944,000",527.44,"1,790",21-Sep-20,4 SHUNFU ROAD #17-15,New Sale,Strata,49,"19,265",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575743,20,57,Central Region,Bishan
JADESCAPE,"1,349,000",764.24,"1,765",21-Sep-20,8 SHUNFU ROAD #18-31,New Sale,Strata,71,"19,000",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575745,20,57,Central Region,Bishan
AMBER 45,"2,990,000","1,184.04","2,525",21-Sep-20,45 AMBER ROAD #20-02,New Sale,Strata,110,"27,182",-,Apartment,1,Freehold,2020,HDB,439886,15,43,Central Region,Marine Parade
STIRLING RESIDENCES,"1,313,000",635.08,"2,067",21-Sep-20,21 STIRLING ROAD #29-09,New Sale,Strata,59,"22,254",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148960,3,14,Central Region,Queenstown
KENT RIDGE HILL RESIDENCES,"1,943,000","1,044.11","1,861",21-Sep-20,66 SOUTH BUONA VISTA ROAD #03-70,New Sale,Strata,97,"20,031",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118175,5,11,Central Region,Queenstown
DAINTREE RESIDENCE,"1,766,520","1,076.40","1,641",21-Sep-20,11F TOH TUCK ROAD #02-29,New Sale,Strata,100,"17,665",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596128,21,59,Central Region,Bukit Timah
THE JOVELL,"705,000",527.44,"1,337",21-Sep-20,21 FLORA DRIVE #07-39,New Sale,Strata,49,"14,388",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,N.A,506761,17,50,East Region,Pasir Ris
UPTOWN @ FARRER,"1,365,298",699.66,"1,951",21-Sep-20,2 PERUMAL ROAD #18-02,New Sale,Strata,65,"21,005",-,Apartment,1,99 yrs from 17/04/2017,Uncompleted,HDB,218773,8,21,Central Region,Kallang
PIERMONT GRAND,"945,270",839.59,"1,126",21-Sep-20,44 SUMANG WALK #09-50,New Sale,Strata,78,"12,119",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828627,19,82,North East Region,Punggol
REZI 24,"800,300",462.85,"1,729",21-Sep-20,39 LORONG 24 GEYLANG #07-18,New Sale,Strata,43,"18,612",-,Apartment,1,Freehold,Uncompleted,N.A,398636,14,39,Central Region,Geylang
THE FLORENCE RESIDENCES,"1,460,000",936.47,"1,559",21-Sep-20,95 HOUGANG AVENUE 2 #13-70,New Sale,Strata,87,"16,782",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"1,420,000","1,011.82","1,403",21-Sep-20,13 TAMPINES LANE #12-53,New Sale,Strata,94,"15,106",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528479,18,52,East Region,Tampines
VERDALE,"1,017,200",613.55,"1,658",21-Sep-20,10 DE SOUZA AVENUE #01-27,New Sale,Strata,57,"17,846",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599449,21,59,Central Region,Bukit Timah
PARC CANBERRA,"1,079,000",947.23,"1,139",21-Sep-20,11 CANBERRA WALK #09-21,New Sale,Strata,88,"12,261",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756946,27,75,North Region,Sembawang
PARC CANBERRA,"1,062,000",947.23,"1,121",21-Sep-20,5 CANBERRA WALK #07-10,New Sale,Strata,88,"12,068",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757065,27,75,North Region,Sembawang
FORETT AT BUKIT TIMAH,"1,541,000",861.12,"1,790",21-Sep-20,32B TOH TUCK ROAD #09-13,New Sale,Strata,80,"19,263",-,Apartment,1,Freehold,Uncompleted,N.A,596111,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,516,000",764.24,"1,984",21-Sep-20,32B TOH TUCK ROAD #05-17,New Sale,Strata,71,"21,352",-,Apartment,1,Freehold,Uncompleted,Private,596111,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,495,000",721.19,"2,073",21-Sep-20,34 TOH TUCK ROAD #08-25,New Sale,Strata,67,"22,313",-,Apartment,1,Freehold,Uncompleted,Private,596712,21,59,Central Region,Bukit Timah
KOPAR AT NEWTON,"1,574,000",613.55,"2,565",21-Sep-20,8 MAKEWAY AVENUE #16-09,New Sale,Strata,57,"27,614",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228607,9,22,Central Region,Novena
LIV ON SOPHIA,"1,180,000",527.44,"2,237",21-Sep-20,14 ADIS ROAD #05-04,Resale,Strata,49,"24,082",-,Apartment,1,Freehold,2016,HDB,229977,9,22,Central Region,Rochor
CASA FORTUNA,"1,180,000","1,044.11","1,130",21-Sep-20,36 AH HOOD ROAD #17-02,Resale,Strata,97,"12,165",-,Apartment,1,Freehold,2011,Private,329980,12,32,Central Region,Novena
THE GLADES,"1,368,000","1,001.05","1,367",21-Sep-20,4 BEDOK RISE #03-09,Resale,Strata,93,"14,710",-,Condominium,1,99 yrs from 21/01/2013,2016,Private,469598,16,46,East Region,Bedok
1 CANBERRA,"970,000","1,054.87",920,21-Sep-20,5 CANBERRA DRIVE #04-09,Resale,Strata,98,"9,898",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768103,27,76,North Region,Yishun
CAVENAGH GARDENS,"1,450,000","1,162.51","1,247",21-Sep-20,69 CAVENAGH ROAD #03-352,Resale,Strata,108,"13,426",-,Apartment,1,Freehold,-,HDB,229622,9,22,Central Region,Newton
CUSCADEN RESIDENCES,"3,080,000","1,453.14","2,120",21-Sep-20,26 CUSCADEN ROAD #05-05,Resale,Strata,135,"22,815",-,Condominium,1,Freehold,2002,Private,249722,10,24,Central Region,Orchard
YISHUN SAPPHIRE,"842,000","1,216.33",692,21-Sep-20,48 CANBERRA DRIVE #05-13,Resale,Strata,113,"7,451",-,Condominium,1,99 yrs from 16/02/1998,2001,HDB,768437,27,76,North Region,Yishun
28 IMPERIAL RESIDENCES,"575,000",409.03,"1,406",21-Sep-20,28 LORONG 26 GEYLANG #05-04,Resale,Strata,38,"15,132",-,Apartment,1,Freehold,2015,Private,398495,14,39,Central Region,Geylang
TANAMERA CREST,"955,000","1,162.51",821,21-Sep-20,6 PARI DEDAP WALK #09-02,Resale,Strata,108,"8,843",-,Condominium,1,99 yrs from 20/06/2000,2004,Private,486060,16,48,East Region,Bedok
PRINCIPAL GARDEN,"1,550,000",785.77,"1,973",21-Sep-20,97 PRINCE CHARLES CRESCENT #22-21,Resale,Strata,73,"21,233",-,Condominium,1,99 yrs from 21/07/2014,2018,Private,159028,3,15,Central Region,Bukit Merah
SIMS URBAN OASIS,"738,000",484.38,"1,524",21-Sep-20,12 SIMS DRIVE #10-49,Resale,Strata,45,"16,400",-,Condominium,1,99 yrs from 29/07/2014,2017,HDB,387391,14,38,Central Region,Geylang
THE BROOKS II,"1,287,000","1,151.75","1,117",21-Sep-20,25 SPRINGSIDE GREEN #04-06,Resale,Strata,107,"12,028",-,Apartment,1,Freehold,2016,Private,786015,26,78,North Region,Yishun
Q BAY RESIDENCES,"960,000",828.83,"1,158",21-Sep-20,1 TAMPINES STREET 86 #04-05,Resale,Strata,77,"12,468",-,Condominium,1,99 yrs from 21/08/2012,2016,HDB,528583,18,52,East Region,Tampines
SIGNATURE PARK,"2,400,000","1,722.24","1,394",21-Sep-20,54 TOH TUCK ROAD #08-11,Resale,Strata,160,"15,000",-,Condominium,1,Freehold,1998,Private,596745,21,59,Central Region,Bukit Timah
GALLOP GREEN,"7,000,000","3,562.88","1,965",21-Sep-20,17 WOOLLERTON PARK #02-14,Resale,Strata,331,"21,148",-,Condominium,1,Freehold,2002,Private,257536,10,25,Central Region,Tanglin
1 CANBERRA,"1,020,000","1,076.40",948,21-Sep-20,13 CANBERRA DRIVE #10-26,Resale,Strata,100,"10,200",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768072,27,76,North Region,Yishun
N.A.,"3,100,000","1,868.63","1,659",21-Sep-20,18 CLOVER RISE,Resale,Land,173.6,"17,857",-,Terrace House,1,Freehold,-,Private,579169,20,57,Central Region,Bishan
HOLLAND GARDENS,"7,500,000","4,118.31","1,821",21-Sep-20,9 MOONBEAM DRIVE,Resale,Land,382.6,"19,603",-,Detached House,1,999 yrs from 06/10/1885,2007,Private,277349,10,27,Central Region,Bukit Timah
SUNRISE GARDENS,"955,000","1,313.21",727,21-Sep-20,53 SUNRISE AVENUE #02-07,Resale,Strata,122,"7,828",-,Condominium,1,99 yrs from 24/06/1995,1998,Private,806746,28,80,North East Region,Ang Mo Kio
SEAHILL,"3,651,480","3,649","1,001",21-Sep-20,97 WEST COAST CRESCENT,Resale,Strata,339,"10,771",-,Terrace House,1,99 yrs from 26/09/2011,2016,Private,126766,5,12,West Region,Clementi
FOUR SEASONS PARK,"4,000,000","2,260.44","1,770",21-Sep-20,10 CUSCADEN WALK #20-04,Resale,Strata,210,"19,048",-,Condominium,1,Freehold,1994,Private,249693,10,24,Central Region,River Valley
ASPEN LOFT,"1,580,000","1,797.59",879,21-Sep-20,170 JOO CHIAT TERRACE #05-01,Resale,Strata,167,"9,461",-,Apartment,1,Freehold,2005,Private,427317,15,42,Central Region,Geylang
N.A.,"7,685,000","3,376.67","2,276",21-Sep-20,19 MOUNT SINAI DRIVE,Resale,Land,313.7,"24,498",-,Semi-Detached House,1,999 yrs from 22/09/1885,-,Private,277079,10,27,Central Region,Bukit Timah
1 CANBERRA,"970,000","1,054.87",920,21-Sep-20,17 CANBERRA DRIVE #07-36,Resale,Strata,98,"9,898",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768074,27,76,North Region,Yishun
THE NAUTICAL,"1,090,000","1,119.46",974,21-Sep-20,95 JALAN SENDUDOK #05-37,Resale,Strata,104,"10,481",-,Condominium,1,99 yrs from 29/08/2011,2015,Private,769473,27,76,North Region,Sembawang
SIMS URBAN OASIS,"956,000",624.31,"1,531",21-Sep-20,2 SIMS DRIVE #16-15,Resale,Strata,58,"16,483",-,Condominium,1,99 yrs from 29/07/2014,2017,HDB,387386,14,38,Central Region,Geylang
BISHAN PARK CONDOMINIUM,"1,520,000","1,474.67","1,031",21-Sep-20,24 SIN MING WALK #03-03,Resale,Strata,137,"11,095",-,Condominium,1,99 yrs from 01/03/1991,1994,Private,575572,20,57,Central Region,Bishan
LILYDALE,"790,000","1,194.80",661,21-Sep-20,552 YISHUN AVENUE 6 #04-06,Resale,Strata,111,"7,117",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,Private,768962,27,76,North Region,Yishun
ASTRID MEADOWS,"4,050,000","2,357.32","1,718",21-Sep-20,56 CORONATION ROAD WEST #01-02,Resale,Strata,219,"18,493",-,Condominium,1,Freehold,1990,Private,269269,10,26,Central Region,Bukit Timah
REFLECTIONS AT KEPPEL BAY,"2,688,000","1,689.95","1,591",21-Sep-20,7 KEPPEL BAY VIEW #05-29,Resale,Strata,157,"17,121",-,Condominium,1,99 yrs from 15/03/2006,2011,HDB,98405,4,9,Central Region,Bukit Merah
TREVOSE PARK,"3,265,000","1,948.28","1,676",21-Sep-20,66 TREVOSE CRESCENT #01-07,Resale,Strata,181,"18,039",-,Condominium,1,Freehold,1991,Private,298067,11,29,Central Region,Novena
EIGHT RIVERSUITES,"1,610,000","1,216.33","1,324",21-Sep-20,6 WHAMPOA EAST #19-11,Resale,Strata,113,"14,248",-,Condominium,1,99 yrs from 11/07/2011,2016,HDB,338519,12,33,Central Region,Kallang
THE MINTON,"1,260,000","1,539.25",819,21-Sep-20,8A HOUGANG STREET 11 #01-25,Resale,Strata,143,"8,811",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534081,19,53,North East Region,Hougang
CHARLTON VILLAS,"2,380,000","3,035.45",784,21-Sep-20,35D CHARLTON LANE,Resale,Strata,282,"8,440",-,Terrace House,1,Freehold,2010,Private,534143,19,53,North East Region,Hougang
URBAN VISTA,"870,000",624.31,"1,394",21-Sep-20,14 TANAH MERAH KECHIL LINK #14-27,Resale,Strata,58,"15,000",-,Condominium,1,99 yrs from 05/11/2012,2016,HDB,465423,16,46,East Region,Bedok
1 CANBERRA,"920,000","1,044.11",881,21-Sep-20,7 CANBERRA DRIVE #10-14,Resale,Strata,97,"9,485",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768069,27,76,North Region,Yishun
THE GLADES,"1,410,000","1,022.58","1,379",21-Sep-20,16 BEDOK RISE #03-50,Resale,Strata,95,"14,842",-,Condominium,1,99 yrs from 21/01/2013,2016,Private,465409,16,46,East Region,Bedok
SKIES MILTONIA,"571,000",484.38,"1,179",21-Sep-20,33 MILTONIA CLOSE #07-26,Resale,Strata,45,"12,689",-,Condominium,1,99 yrs from 20/02/2012,2016,Private,768064,27,76,North Region,Yishun
AFFINITY AT SERANGOON,"823,000",473.62,"1,738",21-Sep-20,30 SERANGOON NORTH AVENUE 1 #08-68,New Sale,Strata,44,"18,705",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554342,19,55,North East Region,Serangoon
1 CANBERRA,"1,180,000","1,248.62",945,21-Sep-20,17 CANBERRA DRIVE #08-33,Resale,Strata,116,"10,172",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,Private,768074,27,76,North Region,Yishun
BLUE HORIZON,"1,245,000","1,162.51","1,071",21-Sep-20,25 WEST COAST CRESCENT #12-16,Resale,Strata,108,"11,528",-,Condominium,1,99 yrs from 14/08/2000,2005,HDB,128047,5,12,West Region,Clementi
RIVERSOUND RESIDENCE,"1,030,000","1,065.64",967,21-Sep-20,9 SENGKANG EAST AVENUE #14-29,Resale,Strata,99,"10,404",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544742,19,54,North East Region,Sengkang
THE ESTUARY,"628,000",592.02,"1,061",21-Sep-20,87 YISHUN AVENUE 1 #15-05,Resale,Strata,55,"11,418",-,Condominium,1,99 yrs from 25/06/2008,2013,HDB,769133,27,76,North Region,Yishun
CELESTIA,"708,000",570.49,"1,241",21-Sep-20,160 JOO CHIAT TERRACE #02-01,Resale,Strata,53,"13,358",-,Apartment,1,Freehold,2009,Private,427305,15,42,Central Region,Geylang
BLU CORAL,"1,250,000","1,076.40","1,161",21-Sep-20,127 LORONG L TELOK KURAU #03-01,Resale,Strata,100,"12,500",-,Condominium,1,Freehold,2009,HDB,425562,15,42,East Region,Bedok
RIVEREDGE,"2,350,000","1,679.18","1,399",21-Sep-20,21 SAMPAN PLACE #11-03,Resale,Strata,156,"15,064",-,Condominium,1,99 yrs from 26/02/2004,2008,Private,436593,15,43,Central Region,Kallang
ARCHIPELAGO,"1,600,000","1,431.61","1,118",22-Sep-20,515 BEDOK RESERVOIR ROAD #05-58,Resale,Strata,133,"12,030",-,Condominium,1,99 yrs from 01/06/2011,2015,HDB,479274,16,47,East Region,Bedok
1 CANBERRA,"1,140,000","1,248.62",913,22-Sep-20,25 CANBERRA DRIVE #06-52,Resale,Strata,116,"9,828",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,Private,768078,27,76,North Region,Yishun
EMERALD HILL CONSERVATION AREA,"8,300,000","2,798.64","2,966",22-Sep-20,89 EMERALD HILL ROAD,Resale,Land,260,"31,923",-,Terrace House,1,Freehold,-,Private,229365,9,22,Central Region,Newton
TORIE MANSIONS,"1,352,000","1,356.26",997,22-Sep-20,77B EVERITT ROAD,Resale,Strata,126,"10,730",-,Apartment,1,Freehold,1993,HDB,428619,15,42,Central Region,Geylang
FABER CREST,"1,135,000","1,280.92",886,22-Sep-20,50F FABER HEIGHTS #04-36,Resale,Strata,119,"9,538",-,Condominium,1,99 yrs from 12/06/1996,2001,Private,129200,5,12,West Region,Clementi
SIMSVILLE,"1,550,000","1,528.49","1,014",22-Sep-20,2 GEYLANG EAST AVENUE 2 #06-04,Resale,Strata,142,"10,915",-,Condominium,1,99 yrs from 01/12/1994,1998,Private,389754,14,38,Central Region,Geylang
THE HILLFORD,"470,000",398.27,"1,180",22-Sep-20,170 JALAN JURONG KECHIL #01-10,Resale,Strata,37,"12,703",-,Apartment,1,60 yrs from 19/02/2013,2016,Private,596181,21,59,Central Region,Bukit Timah
LEVENUE,"630,000",473.62,"1,330",22-Sep-20,55 LENGKONG EMPAT #06-01,Resale,Strata,44,"14,318",-,Apartment,1,Freehold,2014,HDB,417642,14,41,East Region,Bedok
THE AMERY,"2,708,888","2,378.84","1,139",22-Sep-20,16 LORONG K TELOK KURAU #05-07,Resale,Strata,221,"12,257",-,Condominium,1,Freehold,2010,Private,425612,15,42,East Region,Bedok
SILVERSEA,"1,623,000",979.52,"1,657",22-Sep-20,50 MARINE PARADE ROAD #05-18,Resale,Strata,91,"17,835",-,Condominium,1,99 yrs from 20/07/2007,2014,Private,449307,15,44,Central Region,Marine Parade
COCO PALMS,"2,145,120","1,743.77","1,230",22-Sep-20,11 PASIR RIS GROVE #02-06,Resale,Strata,162,"13,241",-,Condominium,1,99 yrs from 07/01/2008,2018,Private,518140,18,51,East Region,Pasir Ris
RIVERVALE CREST,"713,000",990.29,720,22-Sep-20,9 RIVERVALE CRESCENT #05-21,Resale,Strata,92,"7,750",-,Apartment,1,99 yrs from 06/12/1997,2002,Private,545086,19,54,North East Region,Sengkang
AUSTVILLE RESIDENCES,"908,000","1,022.58",888,22-Sep-20,13 SENGKANG EAST AVENUE #11-09,Resale,Strata,95,"9,558",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544805,19,54,North East Region,Sengkang
PARC STEVENS,"4,400,000","2,701.76","1,629",22-Sep-20,21 STEVENS DRIVE #01-02,Resale,Strata,251,"17,530",-,Condominium,1,Freehold,2000,Private,257913,10,25,Central Region,Tanglin
N.A.,"2,300,000","1,670.57","1,377",22-Sep-20,195 TEMBELING ROAD,Resale,Land,155.2,"14,820",-,Terrace House,1,Freehold,1940,Private,423690,15,42,Central Region,Marine Parade
N.A.,"3,380,000","4,163.52",812,22-Sep-20,278 UPPER EAST COAST ROAD,Resale,Land,386.8,"8,738",-,Semi-Detached House,1,Freehold,-,Private,466424,16,46,East Region,Bedok
JADESCAPE,"2,787,000","1,646.89","1,692",22-Sep-20,10 SHUNFU ROAD #04-37,New Sale,Strata,153,"18,216",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575746,20,57,Central Region,Bishan
