Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
SPOTTISWOODE 18,"798,000",387.5,"2,059",01-Oct-20,18 SPOTTISWOODE PARK ROAD #06-06,Resale,Strata,36,"22,167",-,Apartment,1,Freehold,2014,Private,88642,2,8,Central Region,Bukit Merah
8 SAINT THOMAS,"2,550,000",871.88,"2,925",01-Oct-20,10 ST. THOMAS WALK #32-05,Resale,Strata,81,"31,481",-,Condominium,1,Freehold,2018,HDB,238102,9,23,Central Region,River Valley
Q BAY RESIDENCES,"586,000",527.44,"1,111",01-Oct-20,1 TAMPINES STREET 86 #13-01,Resale,Strata,49,"11,959",-,Condominium,1,99 yrs from 21/08/2012,2016,HDB,528583,18,52,East Region,Tampines
CHANGI RISE CONDOMINIUM,"945,000","1,259.39",750,01-Oct-20,24 SIMEI RISE #03-62,Resale,Strata,117,"8,077",-,Condominium,1,99 yrs from 29/11/2000,2004,HDB,528811,18,52,East Region,Tampines
RIVERSAILS,"1,035,000","1,033.34","1,002",01-Oct-20,18 UPPER SERANGOON CRESCENT #03-46,Resale,Strata,96,"10,781",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534027,19,53,North East Region,Hougang
CARABELLE,"1,260,000",947.23,"1,330",01-Oct-20,63 WEST COAST WAY #03-22,Resale,Strata,88,"14,318",-,Condominium,1,956 yrs from 27/05/1928,2009,Private,127021,5,12,West Region,Clementi
NORTHOAKS,"780,000","1,248.62",625,01-Oct-20,32 WOODLANDS CRESCENT #07-05,Resale,Strata,116,"6,724",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,738087,25,73,North Region,Woodlands
LILYDALE,"768,000","1,194.80",643,01-Oct-20,552 YISHUN AVENUE 6 #02-07,Resale,Strata,111,"6,919",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,Private,768962,27,76,North Region,Yishun
THE PROMENADE@PELIKAT,"578,000",484.38,"1,193",01-Oct-20,183 JALAN PELIKAT #02-80,Resale,Strata,45,"12,844",-,Apartment,1,Freehold,2015,HDB,537643,19,53,North East Region,Hougang
REFLECTIONS AT KEPPEL BAY,"2,008,000","1,323.97","1,517",01-Oct-20,8 KEPPEL BAY VIEW #01-30,Resale,Strata,123,"16,325",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,98406,4,9,Central Region,Bukit Merah
LEEDON 2,"1,800,000","1,108.69","1,624",01-Oct-20,2 LEEDON ROAD #03-02,Resale,Strata,103,"17,476",-,Condominium,1,Freehold,1996,Private,267829,10,26,Central Region,Bukit Timah
SELETAR HILLS ESTATE,"4,200,000","4,811.51",873,01-Oct-20,55 NERAM ROAD,Resale,Land,447,"9,396",-,Semi-Detached House,1,999 yrs from 01/01/1879,-,Private,807761,28,80,North East Region,Serangoon
3 ORCHARD BY-THE-PARK,"7,797,000","2,260.44","3,449",01-Oct-20,3 ORCHARD BOULEVARD #14-03,Resale,Strata,210,"37,129",-,Condominium,1,Freehold,2017,Private,248653,10,24,Central Region,Orchard
WATERCOLOURS,"1,600,000","2,281.97",701,01-Oct-20,25 PASIR RIS LINK #12-13,Resale,Strata,212,"7,547",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518150,18,51,East Region,Pasir Ris
WATERCOLOURS,"998,000","1,237.86",806,01-Oct-20,33 PASIR RIS LINK #02-30,Resale,Strata,115,"8,678",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,HDB,518154,18,51,East Region,Pasir Ris
PATERSON SUITES,"3,800,000","1,776.06","2,140",01-Oct-20,55 PATERSON ROAD #06-03,Resale,Strata,165,"23,030",-,Condominium,1,Freehold,2010,Private,238550,9,23,Central Region,River Valley
ONE @ PULASAN,"590,000",452.09,"1,305",01-Oct-20,1 PULASAN ROAD #03-04,Resale,Strata,42,"14,048",-,Apartment,1,Freehold,2009,Private,424366,15,42,Central Region,Marine Parade
NOUVEL 18,"5,475,000","1,765.30","3,101",01-Oct-20,16 ANDERSON ROAD #18-02,Resale,Strata,164,"33,384",-,Condominium,1,Freehold,2014,Private,259987,10,25,Central Region,Newton
THE BAYSHORE,"1,280,000","1,184.04","1,081",01-Oct-20,30 BAYSHORE ROAD #24-08,Resale,Strata,110,"11,636",-,Condominium,1,99 yrs from 31/05/1993,1997,Private,469974,16,46,East Region,Bedok
BAYSHORE PARK,"936,000",936.47,"1,000",01-Oct-20,60 BAYSHORE ROAD #21-07,Resale,Strata,87,"10,759",-,Condominium,1,99 yrs from 17/03/1982,1986,HDB,469982,16,46,East Region,Bedok
BRADDELL VIEW,"1,420,000","1,614.60",879,01-Oct-20,10D BRADDELL HILL #15-13,Resale,Strata,150,"9,467",-,Apartment,1,102 yrs from 01/02/1978,1978,Private,579723,20,57,Central Region,Toa Payoh
GRANDE VISTA,"1,330,000","1,367.03",973,01-Oct-20,10 CACTUS DRIVE #02-02,Resale,Strata,127,"10,472",-,Condominium,1,999 yrs from 05/05/1886,1992,Private,809687,28,80,North East Region,Ang Mo Kio
HILLTOPS,"7,532,000","2,389.61","3,152",01-Oct-20,101 CAIRNHILL CIRCLE #08-12,Resale,Strata,222,"33,928",-,Condominium,1,Freehold,2011,Private,229809,9,22,Central Region,Newton
HILLTOPS,"7,496,000","2,378.84","3,151",01-Oct-20,101 CAIRNHILL CIRCLE #08-13,Resale,Strata,221,"33,919",-,Condominium,1,Freehold,2011,Private,229809,9,22,Central Region,Newton
1 CANBERRA,"880,000",958,919,01-Oct-20,23 CANBERRA DRIVE #05-45,Resale,Strata,89,"9,888",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768077,27,76,North Region,Yishun
CASHEW HEIGHTS CONDOMINIUM,"1,400,000","1,227.10","1,141",01-Oct-20,91 CASHEW ROAD #03-01,Resale,Strata,114,"12,281",-,Condominium,1,999 yrs from 25/09/1882,1990,Private,679662,23,67,West Region,Bukit Panjang
EMERY POINT,"1,738,800","1,323.97","1,313",01-Oct-20,18 IPOH LANE #17-03,Resale,Strata,123,"14,137",-,Apartment,1,Freehold,2003,Private,438622,15,43,Central Region,Geylang
HILLVIEW GARDEN ESTATE,"5,000,000","5,771.66",866,01-Oct-20,87 JALAN DERMAWAN,Resale,Land,536.2,"9,325",-,Semi-Detached House,1,Freehold,-,Private,669038,23,66,West Region,Bukit Batok
TWIN WATERFALLS,"915,000",914.94,"1,000",01-Oct-20,102 PUNGGOL WALK #14-06,Resale,Strata,85,"10,765",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828791,19,82,North East Region,Punggol
A TREASURE TROVE,"1,240,000","1,528.49",811,01-Oct-20,50 PUNGGOL WALK #16-01,Resale,Strata,142,"8,732",-,Condominium,1,99 yrs from 09/03/2011,2015,HDB,828830,19,82,North East Region,Punggol
THE BEACON EDGE,"1,580,000",990.29,"1,595",01-Oct-20,250 TEMBELING ROAD #04-04,Resale,Strata,92,"17,174",-,Apartment,1,Freehold,2009,HDB,423728,15,42,Central Region,Marine Parade
PARC CLEMATIS,"2,747,000","1,711.48","1,605",01-Oct-20,6A JALAN LEMPENG #20-06,New Sale,Strata,159,"17,277",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128822,5,12,West Region,Clementi
PARC CLEMATIS,"2,822,888","1,926.76","1,465",01-Oct-20,8 JALAN LEMPENG #24-09,New Sale,Strata,179,"15,770",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128796,5,12,West Region,Clementi
PARC CLEMATIS,"2,647,000","1,668.42","1,587",01-Oct-20,8 JALAN LEMPENG #20-13,New Sale,Strata,155,"17,077",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128796,5,12,West Region,Clementi
PARC CLEMATIS,"2,153,000","1,291.68","1,667",01-Oct-20,8A JALAN LEMPENG #09-17,New Sale,Strata,120,"17,942",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128823,5,12,West Region,Clementi
PARC CLEMATIS,"1,465,500",893.41,"1,640",01-Oct-20,8E JALAN LEMPENG #03-49,New Sale,Strata,83,"17,657",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128827,5,12,West Region,Clementi
PARC CLEMATIS,"1,151,000",688.9,"1,671",01-Oct-20,8E JALAN LEMPENG #12-55,New Sale,Strata,64,"17,984",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128827,5,12,West Region,Clementi
PARC CLEMATIS,"1,150,000",721.19,"1,595",01-Oct-20,8F JALAN LEMPENG #06-59,New Sale,Strata,67,"17,164",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,126740,5,12,West Region,Clementi
PARC CLEMATIS,"1,209,000",721.19,"1,676",01-Oct-20,8F JALAN LEMPENG #23-60,New Sale,Strata,67,"18,045",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,126740,5,12,West Region,Clementi
PARC CLEMATIS,"1,161,000",721.19,"1,610",01-Oct-20,8F JALAN LEMPENG #08-60,New Sale,Strata,67,"17,328",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,126740,5,12,West Region,Clementi
PARC CLEMATIS,"1,747,500","1,076.40","1,623",01-Oct-20,8F JALAN LEMPENG #04-62,New Sale,Strata,100,"17,475",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,126740,5,12,West Region,Clementi
PARC CLEMATIS,"1,743,500","1,076.40","1,620",01-Oct-20,8F JALAN LEMPENG #02-62,New Sale,Strata,100,"17,435",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,126740,5,12,West Region,Clementi
SELETAR PARK RESIDENCE,"1,825,000","2,238.91",815,01-Oct-20,17 SELETAR ROAD #05-19,Resale,Strata,208,"8,774",-,Condominium,1,99 yrs from 15/03/2011,2015,Private,807019,28,80,North East Region,Serangoon
8 SAINT THOMAS,"3,607,000","1,302.44","2,769",01-Oct-20,10 ST. THOMAS WALK #12-09,Resale,Strata,121,"29,810",-,Condominium,1,Freehold,2018,Private,238102,9,23,Central Region,River Valley
THE MINTON,"1,350,000","1,216.33","1,110",01-Oct-20,6B HOUGANG STREET 11 #10-18,Resale,Strata,113,"11,947",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534083,19,53,North East Region,Hougang
THE STERLING,"2,408,000","1,603.84","1,501",01-Oct-20,1003 BUKIT TIMAH ROAD #01-08,Resale,Strata,149,"16,161",-,Condominium,1,Freehold,2000,Private,596289,21,59,Central Region,Bukit Timah
PALM ISLES,"550,000",516.67,"1,065",01-Oct-20,42 FLORA DRIVE #05-72,Resale,Strata,48,"11,458",-,Condominium,1,99 yrs from 14/09/2011,2015,HDB,506867,17,50,East Region,Pasir Ris
MELVILLE PARK,"725,000",990.29,732,01-Oct-20,28 SIMEI STREET 1 #04-07,Resale,Strata,92,"7,880",-,Condominium,1,99 yrs from 01/09/1992,1996,Private,529948,18,52,East Region,Tampines
SERANGOON GARDEN ESTATE,"4,650,000","2,799.72","1,661",01-Oct-20,70 BORTHWICK DRIVE,Resale,Land,260.1,"17,878",-,Terrace House,1,999 yrs from 01/01/1955,-,Private,559573,19,55,North East Region,Serangoon
THE WHARF RESIDENCE,"2,150,000","1,044.11","2,059",01-Oct-20,7 TONG WATT ROAD #09-01,Resale,Strata,97,"22,165",-,Condominium,1,999 yrs from 01/07/1841,2012,Private,238002,9,23,Central Region,River Valley
N.A.,"5,068,000","4,625.29","1,096",01-Oct-20,26 JALAN ULU SIGLAP,Resale,Land,429.7,"11,794",-,Semi-Detached House,1,Freehold,1996,Private,457183,15,45,East Region,Bedok
D'LOTUS,"1,368,000","1,065.64","1,284",01-Oct-20,10 LORONG AMPAS #15-01,Resale,Strata,99,"13,818",-,Apartment,1,Freehold,2008,Private,328784,12,32,Central Region,Novena
ICON,"1,055,000",656.6,"1,607",01-Oct-20,10 GOPENG STREET #27-18,Resale,Strata,61,"17,295",-,Apartment,1,99 yrs from 29/01/2002,2007,Private,78878,2,7,Central Region,Downtown Core
SERANGOON GARDEN ESTATE,"4,520,000","2,799.72","1,614",01-Oct-20,62 BLANDFORD DRIVE,Resale,Land,260.1,"17,378",-,Terrace House,1,999 yrs from 01/01/1955,-,Private,559855,19,55,North East Region,Serangoon
1 CANBERRA,"865,000",947.23,913,01-Oct-20,25 CANBERRA DRIVE #03-50,Resale,Strata,88,"9,830",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,Private,768078,27,76,North Region,Yishun
THE LAKESHORE,"1,130,000","1,162.51",972,01-Oct-20,31 JURONG WEST STREET 41 #09-24,Resale,Strata,108,"10,463",-,Condominium,1,99 yrs from 22/11/2002,2008,Private,649412,22,64,West Region,Jurong West
RIVERVALE CREST,"788,000","1,194.80",660,01-Oct-20,5 RIVERVALE CRESCENT #03-05,Resale,Strata,111,"7,099",-,Apartment,1,99 yrs from 06/12/1997,2002,HDB,545084,19,54,North East Region,Sengkang
BLOSSOM RESIDENCES,"830,000",968.76,857,01-Oct-20,30 SEGAR ROAD #03-12,Resale,Strata,90,"9,222",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,Private,677721,23,67,West Region,Bukit Panjang
STARS OF KOVAN,"1,200,000",731.95,"1,639",01-Oct-20,982 UPPER SERANGOON ROAD #09-11,Sub Sale,Strata,68,"17,647",-,Apartment,1,99 yrs from 25/02/2015,2019,HDB,533855,19,53,North East Region,Hougang
PLATINUM EDGE,"1,390,000","1,054.87","1,318",01-Oct-20,18 LEICESTER ROAD #13-01,Resale,Strata,98,"14,184",-,Apartment,1,Freehold,2007,HDB,358847,13,35,Central Region,Toa Payoh
ASPEN LOFT,"1,399,999","1,280.92","1,093",01-Oct-20,170 JOO CHIAT TERRACE #04-05,Resale,Strata,119,"11,765",-,Apartment,1,Freehold,2005,Private,427317,15,42,Central Region,Geylang
THE PEARL @ MOUNT FABER,"1,710,000","1,388.56","1,231",01-Oct-20,5 MOUNT FABER ROAD #04-09,Resale,Strata,129,"13,256",-,Condominium,1,99 yrs from 03/12/2002,2005,Private,99197,4,9,Central Region,Bukit Merah
THE MINTON,"950,000",936.47,"1,014",01-Oct-20,10C HOUGANG STREET 11 #16-41,Resale,Strata,87,"10,920",-,Condominium,1,99 yrs from 27/07/2007,2013,HDB,534077,19,53,North East Region,Hougang
THE MINTON,"1,360,000","1,216.33","1,118",01-Oct-20,14 HOUGANG STREET 11 #06-71,Resale,Strata,113,"12,035",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534071,19,53,North East Region,Hougang
AMARANDA GARDENS,"1,660,000","1,162.51","1,428",01-Oct-20,122 SERANGOON AVENUE 3 #03-03,Resale,Strata,108,"15,370",-,Condominium,1,Freehold,2004,Private,554775,19,55,North East Region,Serangoon
LIVIA,"1,100,000","1,323.97",831,01-Oct-20,73 PASIR RIS GROVE #15-26,Resale,Strata,123,"8,943",-,Condominium,1,99 yrs from 07/01/2008,2011,Private,518206,18,51,East Region,Pasir Ris
TWIN VEW,"1,948,000","1,377.79","1,414",02-Oct-20,91 WEST COAST VALE #13-03,New Sale,Strata,128,"15,219",-,Apartment,1,99 yrs from 15/05/2017,Uncompleted,N.A,126755,5,12,West Region,Clementi
THE TRE VER,"1,723,000","1,097.93","1,569",02-Oct-20,64 POTONG PASIR AVENUE 1 #03-22,New Sale,Strata,102,"16,892",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358393,13,35,Central Region,Toa Payoh
THE TRE VER,"1,682,000","1,011.82","1,662",02-Oct-20,66 POTONG PASIR AVENUE 1 #20-27,New Sale,Strata,94,"17,894",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358394,13,35,Central Region,Toa Payoh
THE TRE VER,"1,683,000","1,011.82","1,663",02-Oct-20,68 POTONG PASIR AVENUE 1 #19-38,New Sale,Strata,94,"17,904",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358395,13,35,Central Region,Toa Payoh
STIRLING RESIDENCES,"1,431,000",678.13,"2,110",02-Oct-20,21 STIRLING ROAD #29-11,New Sale,Strata,63,"22,714",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148960,3,14,Central Region,Queenstown
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",02-Oct-20,15 BIDADARI PARK DRIVE #03-07,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367805,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,113,000",570.49,"1,951",02-Oct-20,21 BIDADARI PARK DRIVE #11-29,New Sale,Strata,53,"21,000",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367795,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,144,000",570.49,"2,005",02-Oct-20,23 BIDADARI PARK DRIVE #13-30,New Sale,Strata,53,"21,585",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,HDB,367796,13,36,Central Region,Toa Payoh
THE GARDEN RESIDENCES,"1,312,700",796.54,"1,648",02-Oct-20,7 SERANGOON NORTH VIEW #11-35,New Sale,Strata,74,"17,739",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
KENT RIDGE HILL RESIDENCES,"1,768,000",947.23,"1,866",02-Oct-20,62 SOUTH BUONA VISTA ROAD #03-32,New Sale,Strata,88,"20,091",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118173,5,11,Central Region,Queenstown
DAINTREE RESIDENCE,"1,185,050",678.13,"1,748",02-Oct-20,11A TOH TUCK ROAD #04-03,New Sale,Strata,63,"18,810",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596157,21,59,Central Region,Bukit Timah
FYVE DERBYSHIRE,"2,068,000",936.47,"2,208",02-Oct-20,5 DERBYSHIRE ROAD #06-02,New Sale,Strata,87,"23,770",-,Apartment,1,Freehold,Uncompleted,Private,309461,11,30,Central Region,Novena
PARC ESTA,"1,410,000",861.12,"1,637",02-Oct-20,900 SIMS AVENUE #18-02,New Sale,Strata,80,"17,625",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
PARC ESTA,"1,885,000","1,119.46","1,684",02-Oct-20,900 SIMS AVENUE #02-09,New Sale,Strata,104,"18,125",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408966,14,40,Central Region,Geylang
PARC ESTA,"1,397,000",861.12,"1,622",02-Oct-20,902 SIMS AVENUE #18-11,New Sale,Strata,80,"17,463",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408967,14,40,Central Region,Geylang
PARC ESTA,"2,094,000","1,334.74","1,569",02-Oct-20,906 SIMS AVENUE #18-31,New Sale,Strata,124,"16,887",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408969,14,40,Central Region,Geylang
ONE MEYER,"1,620,000",613.55,"2,640",02-Oct-20,1 MEYER PLACE #13-04,New Sale,Strata,57,"28,421",-,Apartment,1,Freehold,Uncompleted,N.A,437988,15,43,Central Region,Marine Parade
TREASURE AT TAMPINES,"1,353,000","1,033.34","1,309",02-Oct-20,39 TAMPINES LANE #04-131,New Sale,Strata,96,"14,094",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528466,18,52,East Region,Tampines
TREASURE AT TAMPINES,"990,000",678.13,"1,460",02-Oct-20,55 TAMPINES LANE #10-189,New Sale,Strata,63,"15,714",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528458,18,52,East Region,Tampines
ONE PEARL BANK,"1,763,000",699.66,"2,520",02-Oct-20,1 PEARL BANK #20-05,New Sale,Strata,65,"27,123",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,Private,169016,3,16,Central Region,Outram
HYLL ON HOLLAND,"1,809,600",656.6,"2,756",02-Oct-20,89 HOLLAND ROAD #07-04,New Sale,Strata,61,"29,666",-,Condominium,1,Freehold,Uncompleted,N.A,275750,10,27,Central Region,Bukit Timah
HYLL ON HOLLAND,"1,791,600",656.6,"2,729",02-Oct-20,89 HOLLAND ROAD #05-04,New Sale,Strata,61,"29,370",-,Condominium,1,Freehold,Uncompleted,Private,275750,10,27,Central Region,Bukit Timah
HYLL ON HOLLAND,"1,723,400",656.6,"2,625",02-Oct-20,89 HOLLAND ROAD #09-09,New Sale,Strata,61,"28,252",-,Condominium,1,Freehold,Uncompleted,N.A,275750,10,27,Central Region,Bukit Timah
